id,overall_status,study_type,phase,sponsors,sponsors_class,start_date,completion_date,primary_completion_date,primary_purpose,enrollment,condition,location_countries,gender,age,intervention,primary_outcome,title
NCT04497779,Recruiting,Observational,,City of Hope Medical Center,Other,13-Jul-20,21-Aug-22,21-Aug-21,COHORT,800,ASYMPTOMATIC COVID INFECTION LABORATORY-CONFIRMED,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",BIOSPECIMEN COLLECTION,CONVALESCENT PLASMA (CCP) UNITS INFUSED IN CORONAVIRUS DISEASE-2019 (COVID-19) PATIENTS,Evaluation of Coronavirus Disease 19 (COVID-19) Convalescent Plasma
NCT04497818,Completed,Observational,,Qassim University,Other,16-Jun-20,25-Jul-20,16-Jul-20,OTHER,385,COVID,SAUDI ARABIA,ALL,"20 Years and older   (Adult, Older Adult)",CROSS SECTIONAL STUDY USING SCIENTIFICALLY VALIDATED PSYCHOMETRIC SCALES,FEAR OF COVID-19 INFECTION,Correlation of Fear of COVID-19 Infection and Dental Treatment Anxiety Among Netizens: A Cross-sectional Study.
NCT04497922,Recruiting,Interventional,Not Applicable,Brigham and Women's Hospital,Other,25-Jan-21,15-May-21,30-Apr-21,OTHER,100,"SATISFACTION, PATIENT",UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",E-INK SCREEN,EMERGENCY DEPARTMENT SATISFACTION: LIKERT SCALE,Improving Patient Satisfaction Through Information Display Using Virtual White Boards
NCT04497948,Terminated,Interventional,Phase 1,Acerta Pharma BV,Industry,21-Sep-20,18-Nov-20,18-Nov-20,TREATMENT,8,COVID,BRAZIL,ALL,"18 Years to 100 Years   (Adult, Older Adult)",ACALABRUTINIB,ACALABRUTINIB AND ACP-5862 PLASMA PK PARAMETER: AUC12H,"An Open-label, Multiple-dose Study of Acalabrutinib, Co Administered With a Proton-pump Inhibitor, in Participants Hospitalized With COVID-19"
NCT04497987,Recruiting,Interventional,Phase 3,Eli Lilly and Company,Industry,2-Aug-20,29-Jun-21,8-Mar-21,PREVENTION,5000,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",LY3819253,PERCENTAGE OF PARTICIPANTS WITH COVID-19 WITHIN 21 DAYS OF DETECTION,"A Phase 3 Randomized, Double-Blind, Placebo-Controlled Trial to Evaluate the Efficacy and Safety of LY3819253 Alone and in Combination With LY3832479 in Preventing SARS-CoV-2 Infection and COVID-19 in Skilled Nursing and Assisted Living Facility Residents and Staff; a NIAID and Lilly Collaborative Study"
NCT04498065,"Active, not recruiting",Observational,,Centre Hospitalier Universitaire Dijon,Other,1-Mar-20,21-Jul-21,1-Jul-20,COHORT,200,COVID,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",BIOLOGICAL DATA,CHARACTERIZE THE MYOCARDIAL DAMAGE ASSOCIATED WITH COV-2 SARS INFECTION,MYocardial DOmmages Related to COVID-19
NCT04498091,"Active, not recruiting",Observational,,Centre Hospitalier Universitaire Dijon,Other,15-Mar-20,21-Jul-21,1-Jul-20,COHORT,35,ACUTE MYOCARDIAL INFARCTION,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",BIOLOGICAL DATA,CHARACTERIZING TYPE 2 MYOCARDIAL INFARCTION ASSOCIATED WITH COV-2 SARS INFECTION,EPIdemiological Approaches to the Cardiovascular Consequences of COVID-19
NCT04498247,"Active, not recruiting",Interventional,Phase 1/Phase 2,Merck Sharp & Dohme Corp.,Industry,27-Aug-20,26-Apr-22,26-Apr-22,PREVENTION,260,CORONAVIRUS DISEASE (COVID),AUSTRIA,ALL,"18 Years and older   (Adult, Older Adult)",V591,PERCENTAGE OF PARTICIPANTS WITH AT LEAST 1 SOLICITED INJECTION SITE ADVERSE EVENT,"A Phase 1/Phase 2, Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging Trial to Evaluate the Safety, Tolerability and Immunogenicity of V591 (COVID-19 Vaccine) in Healthy Younger and Older Participants"
NCT04498273,Recruiting,Interventional,Phase 3,Frank C Sciurba,Other,7-Sep-20,21-Sep-21,21-Sep-21,PREVENTION,7000,COVID,UNITED STATES,ALL,"40 Years to 80 Years   (Adult, Older Adult)",APIXABAN 2.5 MG,HOSPITALIZATION FOR CARDIOVASCULAR/PULMONARY EVENTS,COVID-19 Outpatient Thrombosis Prevention Trial: A Multi-center Adaptive Randomized Placebo-controlled Platform Trial Evaluating the Efficacy and Safety of Anti-thrombotic Strategies in COVID-19 Adults Not Requiring Hospitalization at Time of Diagnosis
NCT04498286,Recruiting,Observational,,Zoé van Kempen,Other,6-Aug-20,1-Dec-21,1-Nov-21,COHORT,800,MULTIPLE SCLEROSIS,NETHERLANDS,ALL,"18 Years and older   (Adult, Older Adult)",TESTING OF SARS-COV-2 ANTIBODIES,THE CORRELATION OF COVID-19 DISEASE COURSE WITH MS IMMUNOMODULATORY TREATMENT,COVID-19 and SARS-CoV-2 Antibodies in Multiple Sclerosis Patients: a Large Study in the Amsterdam MS Cohort
NCT04498299,Recruiting,Observational,,Miguel Ayala León,Other,1-Sep-20,30-Nov-20,1-Oct-20,COHORT,30,"ECHOCARDIOGRAPHY, STRESS",MEXICO,ALL,18 Years to 45 Years   (Adult),ECHOCARDIOGRAM 2D,• LA VOLUME INDEX,Stress Echocardiography in Patients Recovery From Mild COVID-19 Illness
NCT04498325,Not yet recruiting,Interventional,Phase 1,Washington University School of Medicine,Other,28-Feb-21,30-Nov-21,30-Nov-21,TREATMENT,42,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",NT-I7,SAFE AND TOLERABLE DOSE OF NT-I7 (PHASE I ONLY),"A Phase I and Pilot Study Evaluating the Effect of NT-I7, a Long Acting Interleukin-7, to Increase Lymphocyte Counts and Enhance Immune Clearance of SARS-CoV-2"
NCT04498377,Recruiting,Interventional,Phase 2,Generon (Shanghai) Corporation Ltd.,Industry,26-Jan-21,31-Dec-21,30-Sep-21,TREATMENT,38,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",F-652,NIAID 8-POINT ORDINAL SCALE,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Dose-Escalation, Multicenter Study to Evaluate the Efficacy and Safety of F-652 (IL-22:IgG2 Fusion Protein) in Patients With Moderate to Severe COVID-19"
NCT04498416,Recruiting,Observational,,Fondation Lenval,Other,27-Apr-20,21-Jul-21,21-Jul-21,COHORT,70,MENTAL HEALTH DISORDER,FRANCE,ALL,up to 17 Years   (Child),QUANTITATIVE AND QUALITATIVE ASSESSMENTS OF MENTAL HEALTH,DIAGNOSIS OF POSSIBLE PSYCHOLOGICAL AND PSYCHIATRIC DIFFICULTIES AT BASELINE,"Methodology of "" CoCo 20 "": a Longitudinal Follow-up Study of the Paediatric Population and Their Families During and After the Coronavirus Pandemic and the Confinement"
NCT04498442,Completed,Interventional,Not Applicable,Beth Israel Deaconess Medical Center,Other,22-May-20,22-Oct-20,22-Oct-20,OTHER,8519,COVID,UNITED STATES,ALL,"18 Years to 80 Years   (Adult, Older Adult)",SIMHA KRIYA,CHANGE IN PERCEIVED STRESS LEVELS,"A Study on Prevalence, Protection and Recovery From COVID-19 in Seasoned Yoga Practitioners in Comparison to Age and Gender Matched Controls"
NCT04498507,Completed,Observational,,University of Liege,Other,16-Apr-20,30-Oct-20,30-Oct-20,COHORT,39,CRITICAL ILLNESS,BELGIUM,ALL,"18 Years and older   (Adult, Older Adult)",HADS QUESTIONNAIRE,OCCURENCE OF ANXIETY AND DEPRESSION,Psychosocial Outcomes in Families of Patients Admitted in ICU for COVID-19 During the Pandemic in Belgium
NCT04498546,Recruiting,Observational [Patient Registry],,KTO Karatay University,Other,20-Jul-20,30-Sep-21,30-Mar-21,OTHER,60,EXERCISE TEST,TURKEY,ALL,"18 Years to 65 Years   (Adult, Older Adult)",,RESTING HEART RATE,The Effects of Mask Usage on Exercise Capacity and Related Parameters During the COVİD-19 Pandemic
NCT04498936,Completed,Interventional,Phase 4,Assiut University,Other,15-Jul-20,30-Oct-20,30-Oct-20,TREATMENT,240,COVID,EGYPT,ALL,"12 Years to 65 Years   (Child, Adult, Older Adult)",SOFOSBUVIR AND LEDIPASVIR,CHANGE OF PCR FROM POSITIVE TO NEGATIVE,"Efficacy of Adding Sofosbuvir/Ledipasvir Combination, or Nitazoxanide to the Standard of Care in Treatment of COVID-19: A Randomized Controlled Trial"
NCT04499300,Recruiting,Observational,,Murielle Surquin,Other,9-Jun-20,20-Dec-21,20-Dec-21,COHORT,50,COVID,BELGIUM,ALL,90 Years and older   (Older Adult),DATA COLLECTION FROM MEDICAL FILES,DEMOGRAPHIC DATA,Elderly Patients and COVID-19 Infection: a Cohort of Fifty Patients Over Ninety Years of Age
NCT04499313,Recruiting,Interventional,Phase 3,Chattogram General Hospital,Other,2-Aug-20,30-Nov-20,15-Nov-20,TREATMENT,60,COVID,BANGLADESH,ALL,"20 Years to 80 Years   (Adult, Older Adult)",DEXAMETHASONE,MORTALITY RATE (IN HOSPITAL),The Outcome of Dexamethasone and Methylprednisolone Treatment for Patients With ARDS Caused by COVID-19
NCT04499378,Not yet recruiting,Observational,,Universidad de Guanajuato,Other,15-Aug-20,30-Apr-22,30-Apr-21,COHORT,200,COVID,,ALL,"18 Years to 80 Years   (Adult, Older Adult)",LUNG CT,ORAL INTUBATION,Pulmonary Tomographic Findings in COVID-19 and Influenza H1N1 Patients at IMSS Guanajuato
NCT04499391,Recruiting,Interventional,Not Applicable,Milton S. Hershey Medical Center,Other,4-Dec-20,22-Jul-21,22-Jul-21,PREVENTION,100,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",PROJECT ECHO,INFECTION RATE,"COVID-19 Project ECHO for Nursing Homes: A Patient-centered, Randomized-controlled Trial to Implement Infection Control and Quality of Life Best Practice"
NCT04499677,Recruiting,Interventional,Phase 2,"University College, London",Other,24-Sep-20,1-Mar-21,11-Dec-20,TREATMENT,240,COVID,UNITED KINGDOM,ALL,"18 Years to 70 Years   (Adult, Older Adult)",FAVIPIRAVIR,UPPER RESPIRATORY TRACT VIRAL LOAD AT DAY 5,"Favipiravir, Lopinavir/Ritonavir or Combination Therapy: a Randomised, Double Blind, 2x2 Factorial Placebo-controlled Trial of Early Antiviral Therapy in COVID-19"
NCT04500067,Completed,Interventional,Phase 3,Biopharma Plasma LLC,Industry,7-May-20,15-Sep-20,15-Sep-20,TREATMENT,76,COVID,UKRAINE,ALL,"18 Years and older   (Adult, Older Adult)",IVIG,PERIOD DURATION (IN DAYS) TO CLINICAL IMPROVEMENT,"An Open-label Multicenter Randomized Trial to Evaluate the Efficacy of Bioven, Manufactured by Biopharma Plasma, LLC, in Complex Therapy of Patients With Pneumonia Induced by COVID-19 / SARS-CoV-2"
NCT04500132,Recruiting,Interventional,Phase 2,Enzychem Lifesciences Corporation,Industry,28-May-20,22-May-21,21-Aug-21,TREATMENT,60,COVID,"KOREA, REPUBLIC OF",ALL,"19 Years and older   (Adult, Older Adult)",EC-18,RATE OF TRANSITION TO ARDS,"Phase 2, Multi-center, Randomized, Double-blind, Placebo- Controlled Study to Evaluate the Safety and Efficacy of EC-18 in COVID-19 Infection to Pneumonia"
NCT04500366,Recruiting,Interventional,Not Applicable,McMaster University,Other,26-Aug-20,21-May-21,21-Apr-21,PREVENTION,70,FRAILTY,CANADA,ALL,65 Years and older   (Older Adult),SOCIALIZATION,CHANGE IN PHYSICAL FUNCTION,GERAS Frailty Rehabilitation at Home: Virtual Bundled Care for Seniors Who Are Frail to Build Strength and Resilience During COVID-19
NCT04500418,Recruiting,Interventional,Phase 2,"Charite University, Berlin, Germany",Other,25-Aug-20,30-Sep-21,30-Sep-21,TREATMENT,183,COVID,GERMANY,ALL,"18 Years and older   (Adult, Older Adult)",CENICRIVIROC (CVC),SUBJECT´S RESPONDER STATUS (SCORE ON THE 7-POINT ORDINAL SCALE ON DAY 15),Charité Trial of Cenicriviroc (CVC) Treatment for COVID-19 Patients
NCT04500600,Recruiting,Observational,,M.D. Anderson Cancer Center,Other,11-Jun-20,1-Jul-21,1-Jul-21,CASE-ONLY,50000,COVID INFECTION,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",QUALITY-OF-LIFE ASSESSMENT,EXPERIENCES DURING THE CORONAVIRUS DISEASE 2019 (COVID-19) PANDEMIC,Well-Being and Quality of Life in Cancer Patients and Survivors During the COVID-19 Pandemic
NCT04500626,Not yet recruiting,Interventional,Phase 2/Phase 3,Ottawa Hospital Research Institute,Other,21-Apr-21,22-Aug-21,22-Aug-21,TREATMENT,234,COVID,CANADA,ALL,"18 Years and older   (Adult, Older Adult)",OXYGEN,7-LEVEL COVID ORDINAL OUTCOME SCALE,Multicentre Randomized Controlled Trial of Hyperbaric Versus Normobaric Oxygen Therapy for COVID-19 Patients
NCT04500639,Recruiting,Observational,,University of Alberta,Other,23-Jul-20,31-Mar-23,31-Dec-20,CASE-CONTROL,14000,SARS-COV2 INFECTION,CANADA,ALL,"Child, Adult, Older Adult",,IBUPROFEN EXPOSURE FOR SYMPTOM MANAGEMENT,Do Common Medications Alter the Course of COVID-19?
NCT04500652,Recruiting,Observational,,Dokuz Eylul University,Other,27-Jun-20,1-Oct-20,30-Aug-20,OTHER,310,ANXIETY,TURKEY,ALL,"24 Years to 80 Years   (Adult, Older Adult)",,"DEPRESSION, ANXIETY AND STRESS SCALES 21 SCORE",Evaluation of Mental Health Status and Related Factors Among Physical Medicine & Rehabilitation Physicians During the Covid-19 Pandemic
NCT04501172,Completed,Observational,,Democritus University of Thrace,Other,25-Jun-20,14-Aug-20,24-Jul-20,OTHER,1214,COVID,GREECE,ALL,"18 Years to 85 Years   (Adult, Older Adult)",QUESTIONNAIRE COMPLETION,DEMOGRAPHIC CHARACTERISTICS,Impact of Spectacles on Compliance to Mask-wearing Directives in Greece
NCT04501432,Completed,Observational,,Ludwig Boltzmann Institute for Digital Health and Prevention,Other,14-Jul-20,24-Oct-20,24-Oct-20,COHORT,27,CARDIAC REHABILITATION,AUSTRIA,ALL,"18 Years and older   (Adult, Older Adult)",NO INTERVENTION,WORK LOAD (W),Cardiac Rehabilitation and Ongoing Physical Activity During the Coronavirus Disease (COVID-19) Pandemic: An Exploratory Mixed-Methods Study
NCT04501445,Recruiting,Interventional,Not Applicable,Rush University Medical Center,Other,14-Sep-20,15-Sep-21,1-Aug-21,SUPPORTIVE CARE,100,FAMILY MEMBERS,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",WRITTEN SUMMARY OF ROUNDS,SYMPTOMS OF POST-TRAUMATIC STRESS DISORDER (PTSD) INITIAL,Relieving the Burden of Psychological Symptoms Among Families of Critically Ill Patients With COVID-19
NCT04501458,"Active, not recruiting",Interventional,Not Applicable,Surgical Systems Research Group,Other,10-Aug-20,10-Jun-21,10-Jun-21,PREVENTION,200000,COVID,KENYA,ALL,"18 Years to 100 Years   (Adult, Older Adult)","TRAINING OF YOUTH, COMMUNITY HEALTH ASSISTANTS AND COMMUNITY HEALTH WORKERS.",MORTALITY,"Western Kenya Integrated COVID-19 Response Leveraging the Community Health Strategy, Youth, and Technology to Flatten the COVID-19 Curve and Improve COVID-19 Case Detection, Isolation and Management in Western Kenya"
NCT04501783,"Active, not recruiting",Interventional,Phase 3,R-Pharm,Industry,20-May-20,20-Aug-21,29-Jul-20,TREATMENT,168,COVID,RUSSIAN FEDERATION,ALL,18 Years to 60 Years   (Adult),FAVIPIRAVIR,TIME TO CLINICAL IMPROVEMENT,Randomized Open-label Multicenter Parallel-group Study of Efficacy and Safety of TL-FVP-t vs. Standard of Care Therapy in Patients With Mild to Moderate Coronavirus Disease (SARS-CoV-2/COVID-19)
NCT04501796,Recruiting,Interventional,Phase 1,NeoImmuneTech,Industry,20-Aug-21,21-Dec-21,21-Oct-21,TREATMENT,30,COVID,UNITED STATES,ALL,"18 Years to 75 Years   (Adult, Older Adult)",DOUBLE-BLIND NT-I7,EVALUATE THE SAFETY OF A SINGLE DOSE OF NT-I7 IN A DOSE ESCALATION FASHION,"A Double-blind, Randomized, Placebo-controlled, Phase 1, Single-dose, Dose-escalating Trial of Long-acting Recombinant Human IL-7 (NT-I7) for COVID-19"
NCT04501822,Recruiting,Observational,,Tomsk National Research Medical Center of the Russian Academy of Sciences,Other,19-Jul-20,31-Dec-21,19-Jul-21,COHORT,380,COVID,RUSSIAN FEDERATION,ALL,"18 Years and older   (Adult, Older Adult)","EVALUATION OF CLINICAL, INSTRUMENTAL AND LABORATORY DIAGNOSTICS TESTS",ECHOCARDIOGRAPHIC ASSESSMENT OF CARDIAC FUNCTION,One-year Cardiac Follow-up of Patients With COVID-19 Pneumonia
NCT04501952,Recruiting,Interventional,Phase 3,Gilead Sciences,Industry,18-Sep-20,21-Apr-21,21-Apr-21,TREATMENT,1264,COVID,DENMARK,ALL,"12 Years and older   (Child, Adult, Older Adult)",RDV,COMPOSITE ENDPOINT OF CORONAVIRUS DISEASE 2019 (COVID-19) RELATED HOSPITALIZATION (DEFINED AS AT LEAST 24 HOURS OF ACUTE CARE) OR ALL-CAUSE DEATH BY DAY 28.,"A Phase 3 Randomized, Double-Blind Placebo-Controlled Trial to Evaluate the Efficacy and Safety of Remdesivir (GS-5734™) Treatment of COVID-19 in an Outpatient Setting"
NCT04501965,Enrolling by invitation,Interventional,Phase 2,Institute for Research and Development of Medicinal and Food Plants of Guinea,Other,1-Jun-20,30-Sep-20,30-Aug-20,TREATMENT,231,COVID,GUINEA,ALL,"18 Years and older   (Adult, Older Adult)",HYDROXYCHLOROQUINE/AZITHROMYCINE,VIROLOGIC CLEARANCE OF THROAT SWABS OR LOWER RESPIRATORY TRACT SECRETIONS,"Evaluation de l'efficacité et de la tolérance de Quinquina et d'un phytomédicament "" ACAR "" en Comparaison Avec l'Hydroxychloroquine Chez Des Adultes Malades de Covid-19 Sans symptômes"
NCT04501978,Recruiting,Interventional,Phase 3,National Institute of Allergy and Infectious Diseases (NIAID),NIH,4-Aug-20,22-Jul-21,22-Jul-21,TREATMENT,10000,COVID,DENMARK,ALL,"18 Years and older   (Adult, Older Adult)",LY3819253,TIME FROM RANDOMIZATION TO SUSTAINED RECOVERY,"A Multicenter, Adaptive, Randomized, Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for Hospitalized Patients With COVID-19"
NCT04501991,Completed,Observational,,University of Pisa,Other,11-Mar-20,30-Jun-20,4-May-20,COHORT,114,TYPE 2 DIABETES,ITALY,ALL,"18 Years to 85 Years   (Adult, Older Adult)",ANTIDIABETIC TREATMENT,GLUCOSE,Determining the Impact of COVID-19 Lockdown on Metabolic Control in Individuals With Type 2 Diabetes
NCT04502056,"Active, not recruiting",Interventional,Not Applicable,"National Bureau of Economic Research, Inc.",Other,31-Jul-20,21-Sep-21,21-Sep-20,PREVENTION,20000,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",ACKNOWLEDGEMENT RACIAL INJUSTICE AMA,THE NUMBER OF PARTICIPANTS WITH KNOWLEDGE OF COVID RELATED SYMPTOMS AND TRANSMISSION AS ASSESSED BY A QUESTIONNAIRE WE'VE DEVELOPED SPECIFICALLY RELEVANT TO THE INTERVENTION VIDEOS WE ARE USING FOR THE PROJECT.,Covid-19 Messaging to Underserved Communities - 2nd Experiment
NCT04502069,Withdrawn,Interventional,Phase 1/Phase 2,RedHill Biopharma Limited,Industry,20-Aug-21,21-Jun-21,21-Feb-21,TREATMENT,0,COVID,ISRAEL,ALL,"18 Years and older   (Adult, Older Adult)",OPAGANIB,TIME TO BREATHING ROOM AIR,Treatment of COVID-19 With Opaganib in Patients With Pneumonia Requiring Oxygen But Not Mechanical Ventilation
NCT04502108,Recruiting,Observational,,Slavko Rogan,Other,1-Apr-20,31-Dec-22,31-Dec-22,COHORT,1000,EXERCISE,SWITZERLAND,ALL,"18 Years to 65 Years   (Adult, Older Adult)",COVID19,PHYSICAL ACTIVITY 2020,Online Survey About Physical Activity and Nutrition During and After Coronavirus Pandemic
NCT04502342,Enrolling by invitation,Interventional,Phase 2,Institute for Research and Development of Medicinal and Food Plants of Guinea,Other,1-Jun-20,30-Sep-20,30-Aug-20,TREATMENT,30,COVID,GUINEA,ALL,"18 Years and older   (Adult, Older Adult)",HYDROXYCLOROQUINE AND AZYTHROMYCINE,VIROLOGICAL CLEARANCE OF THROAT SWABS OR LOWER RESPIRATORY TRACT SECRETIONS,Évaluationefficacité et tolérance d'Une médication à Base de Cosphérunate et d'un phytomédicament Antiviral Par Voie Orale en Comparaison Avec un Traitement à Base d'Hydroxychloroquine Chez Des Adultes Malades Covid-19 Sans Complications
NCT04502368,Recruiting,Observational,,Erasme University Hospital,Other,1-Sep-20,30-Apr-21,30-Mar-21,CASE-ONLY,15,FIBEROPTIC BRONCHOSCOPY (FOB),BELGIUM,ALL,"18 Years and older   (Adult, Older Adult)",FIBEROPTIC BRONCHOSCOPY (FOB),REGIONAL COMPLIANCE VARIATION,Fiberoptic Bronchoscopy and Bronchoalveolar Lavage in Critically Ill Ventilated Patients: Impact on Respiratory Mechanics and Gas Exchange
NCT04502433,Recruiting,Interventional,Phase 2,Chiesi Farmaceutici S.p.A.,Industry,6-Jan-21,31-Jul-21,31-Jul-21,TREATMENT,85,ACUTE RESPIRATORY DISTRESS SYNDROME,UNITED KINGDOM,ALL,"18 Years to 80 Years   (Adult, Older Adult)",CUROSURF® (PORACTANT ALFA),NUMBER OF VENTILATOR-FREE DAYS,"Multicenter, Open-label, Randomised Trial to Assess the Efficacy and Tolerability of Poractant Alfa(Porcine Surfactant, Curosurf®) in Hospitalized Patients With SARS-COV-19 Acute Respiratory Distress Syndrome (ARDS)"
NCT04502472,Recruiting,Interventional,Phase 2/Phase 3,Inova Health Care Services,Other,6-Jun-20,31-Dec-21,31-Dec-21,TREATMENT,200,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",CONVALESCENT PLASMA TRANSFUSION,CHANGE IS CLINICAL STATUS,Open-label Treatment of Severe Coronavirus Disease 2019 (COVID-19) With Convalescent Plasma Collected From Individuals With Documented Infection and Recovery From COVID-19 (SARS-CoV-2)
NCT04502667,Recruiting,Interventional,Phase 3,"Coordinación de Investigación en Salud, Mexico",Other,15-Jul-20,21-Apr-21,21-Feb-21,TREATMENT,40,COVID,MEXICO,ALL,1 Month to 17 Years   (Child),CHOLECALCIFEROL,"INTERLEUKINS (IL-2,6,7,10) (PG/ML)",Efficacy of Vitamin D Treatment in Pediatric Patients Hospitalized by COVID-19: Open Controlled Clinical Trial
NCT04503057,Recruiting,Observational [Patient Registry],,Lund University Hospital,Other,1-May-20,1-May-24,1-May-23,CASE-CONTROL,300,COVID,SWEDEN,ALL,"16 Years to 90 Years   (Child, Adult, Older Adult)",,COVID-19 RT-PCR DETECTION IN EBP,Exhaled Breath Particles as a Clinical Indicator for Acute Lung Injury (ALI) and Acute Respiratory Distress Syndrom (ARDS) in COVID-19 Positive and Negative Patients
